image,160_x,160_y,160_z,160_r1,160_r2,160_r3,160_bb_x1,160_bb_y1,160_bb_x2,160_bb_y2,160_bb_x3,160_bb_y3,160_bb_x4,160_bb_y4,160_error
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00419.jpg,2.62734,-3.79033,1.29494,-0.076913,3.1078,0.0665697,1998.09,778.047,1857,713.176,1949,570.593,2103.95,665.94,0.229932
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00420.jpg,2.63021,-3.8249,1.30294,-0.0734051,3.10591,0.0555387,1995.66,776.017,1854.81,711.391,1945.85,568.922,2100.51,663.489,0.195301
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00421.jpg,2.6292,-3.86561,1.31261,-0.0716374,3.10602,0.0475474,1992.05,773.06,1851.08,709.315,1941.29,566.757,2096.11,660.565,0.446555
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00422.jpg,2.6236,-3.85236,1.31758,-0.071409,3.10571,0.0481418,1992.06,774.532,1851.27,710.836,1941.21,568.749,2095.59,662.154,0.205978
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00423.jpg,2.63072,-3.88369,1.32652,-0.0744416,3.10637,0.0471573,1990.29,773.115,1849.76,709.605,1938.95,567.872,2093,660.712,0.300923
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00424.jpg,2.62637,-3.90199,1.29932,-0.0739035,3.10668,0.0562182,1990.99,767.563,1850.48,703.406,1939.44,562.361,2093.77,655.692,0.27654
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00425.jpg,2.62184,-3.92802,1.27012,-0.062749,3.10472,0.0832353,1991.27,760.624,1850.56,696.508,1939.4,555.828,2093.76,649.469,0.490522
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00426.jpg,2.63209,-3.96632,1.25869,-0.0779367,3.10295,0.0836057,1991.22,756.556,1850.59,691.734,1939.14,551.714,2093.26,645.803,0.225725
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00427.jpg,2.64733,-4.00498,1.24413,-0.086733,3.10317,0.0858883,1992.07,752.004,1851.42,687.147,1939.77,547.883,2094.08,641.716,0.216133
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00428.jpg,2.63675,-4.0177,1.24678,-0.0824133,3.10559,0.085632,1989.78,750.459,1849.24,685.817,1936.68,546.697,2090.92,640.072,0.167072
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00429.jpg,2.64965,-4.04725,1.23826,-0.0833375,3.10448,0.0815561,1990.4,747.703,1850.29,682.586,1937.09,544.094,2091.07,637.318,0.205711
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00430.jpg,2.63965,-4.07433,1.23897,-0.0884528,3.10587,0.0889218,1987.61,744.374,1847.17,680.036,1933.15,541.624,2087.36,634.024,0.276084
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00431.jpg,2.64118,-4.09332,1.23716,-0.0841672,3.10691,0.0906656,1986.9,742.37,1846.59,678.366,1931.91,540.231,2086.11,632.302,0.127795
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00432.jpg,2.63194,-4.11174,1.23922,-0.071531,3.10482,0.0789795,1984.35,740.506,1844.24,676.861,1928.99,538.782,2082.98,630.152,0.186756
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00433.jpg,2.62838,-4.12653,1.25686,-0.0781318,3.10455,0.0838487,1981.44,741.216,1841.78,678.024,1925.69,540.137,2079.44,630.462,0.240587
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00434.jpg,2.60987,-4.16223,1.28139,-0.0789693,3.10764,0.073768,1975.2,739.798,1835.36,677.843,1917.65,539.476,2071.28,628.199,0.261911
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00435.jpg,2.62031,-4.16531,1.31589,-0.0678694,3.104,0.0462198,1973.6,744.453,1834.49,683.254,1916.32,544.882,2069.09,632.765,0.332637
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00436.jpg,2.61861,-4.16698,1.34903,-0.074695,3.10451,0.0387034,1970.57,748.155,1832.11,687.926,1912.89,549.564,2065.21,636.293,0.208201
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00437.jpg,2.56072,-4.1471,1.4301,-0.0464187,3.10306,0.00622904,1957.91,756.119,1820.21,698.713,1897.85,559.412,2049.84,642.238,0.223916
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00438.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00439.jpg,2.60496,-4.15269,1.43624,-0.0586562,3.10202,0.002233,1963.03,759.292,1826.23,700.791,1904.18,562.91,2055.02,646.172,0.213451
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00440.jpg,2.61744,-4.17827,1.43866,-0.0661209,3.10224,-0.00132287,1963.05,757.946,1826.59,699.593,1904.35,562.141,2054.86,645.353,0.2925
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00442.jpg,2.60972,-4.212,1.43242,-0.0651386,3.10463,0.00644963,1960.62,753.546,1824.55,695.555,1900.98,558.576,2051.38,641.023,0.238211
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00443.jpg,2.63162,-4.21688,1.43701,-0.0672315,3.1036,0.0045962,1963.08,755.026,1826.87,696.852,1903.92,560.168,2053.97,642.892,0.289994
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00444.jpg,2.63297,-4.21806,1.43581,-0.0695876,3.10137,-0.00412249,1963.18,755.031,1827.15,696.659,1904.01,559.944,2054.04,642.786,0.252697
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00446.jpg,2.63598,-4.2236,1.43836,-0.0755468,3.10432,0.0014951,1963.14,755.023,1827.12,696.679,1904.03,560.014,2054.06,642.884,0.249731
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00447.jpg,2.61816,-4.23522,1.43446,-0.0640313,3.10339,0.00387006,1960.34,752.194,1824.19,694.667,1900.62,557.473,2050.96,639.809,0.285657
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00448.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00449.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00450.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00451.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00452.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00453.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00454.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00455.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00456.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00457.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00458.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00459.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00460.jpg,-4.65918,2.91724,1.09144,3.03285,0.803524,0.0642926,636.389,1868.3,733.073,1977.85,619.197,2068.71,518.226,1934.8,0.15988
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00461.jpg,-4.67392,2.86319,1.08949,3.0319,0.80007,0.0571199,632.222,1860.2,728.223,1970.71,613.28,2060.51,513.379,1925.51,0.297589
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00462.jpg,-4.67488,2.86772,1.0908,3.03066,0.793985,0.0575475,632.375,1860.6,728.461,1970.91,613.389,2060.89,513.603,1925.77,0.274237
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00463.jpg,-4.68357,2.87377,1.09244,3.0257,0.816602,0.0687969,632.589,1860.81,728.55,1971.12,613.635,2061.07,513.676,1925.98,0.159775
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00465.jpg,-4.68097,2.87206,1.09188,3.03201,0.812995,0.0641669,632.341,1860.79,728.507,1971.07,613.587,2060.99,513.773,1925.9,0.260883
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00474.jpg,-4.67394,2.86683,1.09093,3.03216,0.80555,0.0637895,632.52,1860.62,728.549,1970.93,613.595,2060.84,513.763,1925.76,0.188049
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00475.jpg,-4.68823,2.87572,1.09391,3.02473,0.815502,0.071974,632.603,1860.5,728.561,1970.91,613.558,2060.85,513.713,1925.78,0.24434
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00479.jpg,-4.67708,2.86847,1.0914,3.02825,0.807998,0.0634912,632.454,1860.56,728.661,1970.85,613.709,2060.67,513.718,1925.73,0.192492
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00483.jpg,-4.67795,2.8692,1.09116,3.022,0.811256,0.0717442,632.584,1860.4,728.496,1970.98,613.559,2060.81,513.668,1925.79,0.229286
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00485.jpg,-4.6712,2.86773,1.08982,3.02508,0.808834,0.0690891,632.931,1860.87,728.647,1971.32,613.868,2061.1,513.844,1926.09,0.249842
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00488.jpg,-4.68708,2.87514,1.09404,3.0258,0.818496,0.0681595,632.558,1860.61,728.683,1970.92,613.759,2060.7,513.796,1925.84,0.144858
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00490.jpg,-4.69249,2.87773,1.09517,-3.0274,-0.832054,-0.0621671,632.589,1860.59,728.633,1970.88,613.938,2060.67,513.735,1925.72,0.170479
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00493.jpg,-4.68447,2.87279,1.09213,3.02952,0.808488,0.0636032,632.603,1860.57,728.421,1970.93,613.608,2060.93,513.633,1925.72,0.290257
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00494.jpg,-4.68038,2.89342,1.09938,3.03273,0.810809,0.0661474,634.494,1862.94,730.796,1972.66,616.676,2063.33,515.985,1929.06,0.092885
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00495.jpg,-4.57615,3.07677,1.09025,-3.04095,-0.770106,-0.0646366,650.097,1895.11,750.034,2001.39,639.877,2095.1,534.811,1965.32,0.214247
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00496.jpg,-4.43707,3.34139,1.09623,3.05299,0.685925,0.0782619,675.27,1938.22,779.962,2038.31,676.245,2138.04,564.754,2014.39,0.181453
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00497.jpg,-4.28117,3.57797,1.09987,3.07524,0.616538,0.0712159,701.106,1977.47,810.471,2072.06,712.456,2176.01,595.322,2059.13,0.205792
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00498.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00499.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00501.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00502.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00503.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00504.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00505.jpg,-2.09121,5.52353,1.1617,3.13427,-0.169389,0.0773837,1063.21,2282.86,1197.75,2310.27,1166.38,2441.32,1016.26,2400.11,0.107049
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00506.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00507.jpg,-1.26571,5.82807,1.18852,3.10914,-0.428167,0.0740374,1193.32,2330.68,1328.43,2337.48,1317.24,2470.01,1164.57,2452.23,0.14048
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00508.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00509.jpg,-1.33744,5.91265,1.15217,3.10231,-0.388187,0.075757,1184.38,2336.77,1319.2,2344.31,1305.69,2475.16,1154.44,2455.28,0.162301
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00510.jpg,-1.61826,5.87753,1.14094,3.10575,-0.324326,0.0723045,1143.03,2325,1276.24,2340.36,1256.82,2468.92,1107.65,2442.12,0.0756767
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00511.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00512.jpg,-2.19317,5.76765,1.12299,-2.51594,-1.11034,-0.0808573,1058.74,2295.31,1189.4,2323.59,1158.5,2448.01,1013.05,2407.29,0.763241
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00513.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00514.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00515.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00516.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-163049/Training_Data/kodak_00517.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
