#time_of_image,time_of_closest_position_estimate,time_dist,filename,x,y
1583140146.7300,1583140146.7000,0.0300,kodak_00475.jpg,0.1251,0.8286
1583140147.5300,1583140147.5500,0.0200,kodak_00479.jpg,0.1250,0.8286
1583140148.3200,1583140148.3500,0.0300,kodak_00483.jpg,0.1248,0.8287
1583140148.7200,1583140148.7500,0.0300,kodak_00485.jpg,0.1249,0.8287
1583140149.3200,1583140149.3500,0.0300,kodak_00488.jpg,0.1248,0.8287
1583140149.7300,1583140149.7500,0.0200,kodak_00490.jpg,0.1247,0.8288
1583140150.3300,1583140150.3500,0.0200,kodak_00493.jpg,0.1318,0.8420
1583140150.5200,1583140150.5500,0.0300,kodak_00494.jpg,0.1416,0.8719
1583140150.7200,1583140150.7500,0.0300,kodak_00495.jpg,0.1451,0.9027
1583140150.9200,1583140150.9500,0.0300,kodak_00496.jpg,0.1484,0.9345
1583140151.1200,1583140151.1500,0.0300,kodak_00497.jpg,0.1496,0.9665
1583140151.3300,1583140151.3400,0.0100,kodak_00498.jpg,0.1494,0.9982
1583140151.5400,1583140151.5300,0.0100,kodak_00499.jpg,0.1475,1.0301
1583140151.7500,1583140151.7200,0.0300,kodak_00500.jpg,0.1439,1.0638
1583140151.9500,1583140151.9100,0.0400,kodak_00501.jpg,0.1327,1.0982
1583140152.1400,1583140152.1000,0.0400,kodak_00502.jpg,0.1193,1.1317
1583140152.3300,1583140152.3000,0.0300,kodak_00503.jpg,0.1042,1.1650
1583140152.5300,1583140152.5000,0.0300,kodak_00504.jpg,0.0855,1.1962
1583140152.7400,1583140152.7000,0.0400,kodak_00505.jpg,0.0633,1.2265
1583140152.9300,1583140152.9000,0.0300,kodak_00506.jpg,0.0404,1.2586
1583140153.1300,1583140153.0900,0.0400,kodak_00507.jpg,0.0266,1.2941
1583140153.3400,1583140153.3500,0.0100,kodak_00508.jpg,0.0229,1.3265
1583140153.5300,1583140153.5400,0.0100,kodak_00509.jpg,0.0267,1.3570
1583140153.7400,1583140153.7300,0.0100,kodak_00510.jpg,0.0345,1.3893
1583140153.9400,1583140153.9200,0.0200,kodak_00511.jpg,0.0430,1.4198
1583140154.1400,1583140154.1100,0.0300,kodak_00512.jpg,0.0522,1.4510
1583140154.3300,1583140154.3100,0.0200,kodak_00513.jpg,0.0641,1.4856
1583140154.5400,1583140154.5000,0.0400,kodak_00514.jpg,0.0715,1.5250
1583140154.7400,1583140154.6900,0.0500,kodak_00515.jpg,0.0734,1.5644
1583140154.9400,1583140154.9400,0.0000,kodak_00516.jpg,0.0745,1.6044
1583140155.1500,1583140155.1300,0.0200,kodak_00517.jpg,0.0758,1.6443
1583140155.3300,1583140155.3300,0.0000,kodak_00518.jpg,0.0775,1.6845
1583140155.5300,1583140155.5200,0.0100,kodak_00519.jpg,0.0788,1.7254
1583140155.7400,1583140155.7100,0.0300,kodak_00520.jpg,0.0748,1.7663
1583140155.9400,1583140155.9000,0.0400,kodak_00521.jpg,0.0751,1.8064
1583140156.1300,1583140156.0900,0.0400,kodak_00522.jpg,0.0761,1.8467
1583140156.3300,1583140156.3500,0.0200,kodak_00523.jpg,0.0769,1.8871
1583140156.5300,1583140156.5400,0.0100,kodak_00524.jpg,0.0782,1.9269
1583140156.7300,1583140156.7300,0.0000,kodak_00525.jpg,0.0791,1.9678
1583140156.9300,1583140156.9300,0.0000,kodak_00526.jpg,0.0803,2.0075
1583140157.1300,1583140157.1200,0.0100,kodak_00527.jpg,0.0815,2.0477
1583140157.3300,1583140157.3100,0.0200,kodak_00528.jpg,0.0825,2.0876
1583140157.5400,1583140157.4900,0.0500,kodak_00529.jpg,0.0829,2.1283
1583140157.7500,1583140157.6900,0.0600,kodak_00530.jpg,0.0831,2.1682
1583140157.9400,1583140157.9400,0.0000,kodak_00531.jpg,0.0840,2.2083
1583140158.1400,1583140158.1300,0.0100,kodak_00532.jpg,0.0847,2.2483
1583140158.3500,1583140158.3300,0.0200,kodak_00533.jpg,0.0858,2.2883
1583140158.5400,1583140158.5200,0.0200,kodak_00534.jpg,0.0869,2.3286
1583140158.7500,1583140158.7000,0.0500,kodak_00535.jpg,0.0879,2.3687
1583140158.9500,1583140158.9000,0.0500,kodak_00536.jpg,0.0885,2.4091
1583140159.1500,1583140159.0900,0.0600,kodak_00537.jpg,0.0890,2.4493
1583140159.3500,1583140159.2900,0.0600,kodak_00538.jpg,0.0892,2.4898
1583140159.5600,1583140159.6100,0.0500,kodak_00539.jpg,0.0895,2.5504
1583140159.7500,1583140159.7400,0.0100,kodak_00540.jpg,0.0888,2.5701
1583140159.9400,1583140159.9400,0.0000,kodak_00541.jpg,0.0892,2.6099
1583140160.1500,1583140160.1300,0.0200,kodak_00542.jpg,0.0895,2.6499
1583140160.3500,1583140160.3300,0.0200,kodak_00543.jpg,0.0900,2.6906
1583140160.5500,1583140160.5200,0.0300,kodak_00544.jpg,0.0909,2.7312
1583140160.7500,1583140160.7200,0.0300,kodak_00545.jpg,0.0908,2.7708
1583140160.9500,1583140160.9100,0.0400,kodak_00546.jpg,0.0900,2.8114
1583140161.1500,1583140161.1100,0.0400,kodak_00547.jpg,0.0862,2.8511
1583140161.3600,1583140161.3000,0.0600,kodak_00548.jpg,0.0852,2.8909
1583140161.5500,1583140161.5000,0.0500,kodak_00549.jpg,0.0845,2.9308
1583140161.7400,1583140161.6900,0.0500,kodak_00550.jpg,0.0838,2.9712
1583140161.9300,1583140161.8900,0.0400,kodak_00551.jpg,0.0837,3.0122
1583140162.1400,1583140162.0900,0.0500,kodak_00552.jpg,0.0832,3.0520
1583140162.3400,1583140162.3500,0.0100,kodak_00553.jpg,0.0830,3.0921
1583140162.5600,1583140162.5400,0.0200,kodak_00554.jpg,0.0828,3.1323
1583140162.7400,1583140162.7400,0.0000,kodak_00555.jpg,0.0823,3.1727
1583140162.9500,1583140162.9300,0.0200,kodak_00556.jpg,0.0820,3.2122
1583140163.1500,1583140163.1200,0.0300,kodak_00557.jpg,0.0814,3.2527
1583140163.3500,1583140163.3200,0.0300,kodak_00558.jpg,0.0812,3.2932
1583140163.5500,1583140163.5100,0.0400,kodak_00559.jpg,0.0822,3.3347
1583140163.7600,1583140163.7100,0.0500,kodak_00560.jpg,0.0881,3.3747
1583140163.9600,1583140163.9000,0.0600,kodak_00561.jpg,0.0930,3.4150
1583140164.1500,1583140164.1000,0.0500,kodak_00562.jpg,0.0941,3.4554
1583140164.3400,1583140164.2900,0.0500,kodak_00563.jpg,0.0950,3.4956
1583140164.5400,1583140164.4800,0.0600,kodak_00564.jpg,0.0959,3.5363
1583140164.7400,1583140164.6800,0.0600,kodak_00565.jpg,0.0974,3.5761
1583140164.9500,1583140164.9500,0.0000,kodak_00566.jpg,0.0953,3.6173
1583140165.1500,1583140165.1400,0.0100,kodak_00567.jpg,0.0911,3.6571
1583140165.3500,1583140165.3300,0.0200,kodak_00568.jpg,0.0908,3.6973
1583140165.5600,1583140165.5300,0.0300,kodak_00569.jpg,0.0905,3.7378
1583140165.7600,1583140165.7800,0.0200,kodak_00570.jpg,0.0909,3.7983
1583140165.9500,1583140165.9300,0.0200,kodak_00571.jpg,0.0906,3.8183
1583140166.1400,1583140166.1100,0.0300,kodak_00572.jpg,0.0927,3.8466
1583140166.3400,1583140166.3000,0.0400,kodak_00573.jpg,0.0997,3.8878
1583140166.5400,1583140166.5000,0.0400,kodak_00574.jpg,0.1034,3.9282
1583140166.7400,1583140166.6900,0.0500,kodak_00575.jpg,0.1048,3.9681
1583140166.9500,1583140166.8900,0.0600,kodak_00576.jpg,0.1067,4.0085
1583140167.1400,1583140167.0900,0.0500,kodak_00577.jpg,0.1080,4.0483
1583140167.3300,1583140167.3500,0.0200,kodak_00578.jpg,0.1107,4.0887
1583140167.5500,1583140167.5500,0.0000,kodak_00579.jpg,0.1122,4.1284
1583140167.7500,1583140167.7300,0.0200,kodak_00580.jpg,0.1129,4.1685
1583140167.9400,1583140167.9300,0.0100,kodak_00581.jpg,0.1091,4.2088
1583140168.1400,1583140168.1200,0.0200,kodak_00582.jpg,0.1012,4.2486
1583140168.3500,1583140168.3200,0.0300,kodak_00583.jpg,0.0975,4.2883
1583140168.5500,1583140168.5200,0.0300,kodak_00584.jpg,0.0964,4.3292
1583140168.7500,1583140168.7100,0.0400,kodak_00585.jpg,0.0952,4.3686
1583140168.9500,1583140168.9200,0.0300,kodak_00586.jpg,0.0935,4.4087
1583140169.1600,1583140169.1000,0.0600,kodak_00587.jpg,0.0921,4.4487
1583140169.3500,1583140169.2900,0.0600,kodak_00588.jpg,0.0910,4.4890
1583140169.5400,1583140169.4900,0.0500,kodak_00589.jpg,0.0893,4.5290
1583140169.7500,1583140169.6900,0.0600,kodak_00590.jpg,0.0882,4.5693
1583140169.9500,1583140169.9500,0.0000,kodak_00591.jpg,0.0871,4.6096
1583140170.1500,1583140170.1400,0.0100,kodak_00592.jpg,0.0900,4.6477
1583140170.3600,1583140170.3300,0.0300,kodak_00593.jpg,0.0971,4.6875
1583140170.5500,1583140170.5300,0.0200,kodak_00594.jpg,0.1011,4.7283
1583140170.7600,1583140170.7900,0.0300,kodak_00595.jpg,0.1027,4.7879
1583140170.9600,1583140170.9800,0.0200,kodak_00596.jpg,0.1046,4.8283
1583140171.1600,1583140171.1100,0.0500,kodak_00597.jpg,0.1041,4.8482
1583140171.3500,1583140171.3000,0.0500,kodak_00598.jpg,0.1001,4.8886
1583140171.5400,1583140171.5000,0.0400,kodak_00599.jpg,0.0977,4.9290
1583140171.7500,1583140171.7000,0.0500,kodak_00600.jpg,0.0966,4.9691
1583140171.9400,1583140171.8900,0.0500,kodak_00601.jpg,0.0969,5.0088
1583140172.1400,1583140172.0900,0.0500,kodak_00602.jpg,0.0965,5.0495
1583140172.3500,1583140172.4100,0.0600,kodak_00603.jpg,0.0962,5.1096
1583140172.5400,1583140172.5400,0.0000,kodak_00604.jpg,0.0962,5.1295
1583140172.7500,1583140172.7400,0.0100,kodak_00605.jpg,0.0958,5.1697
1583140172.9500,1583140172.9300,0.0200,kodak_00606.jpg,0.0959,5.2101
1583140173.1500,1583140173.1300,0.0200,kodak_00607.jpg,0.0957,5.2500
1583140173.3600,1583140173.3900,0.0300,kodak_00608.jpg,0.0957,5.3111
1583140173.5600,1583140173.5900,0.0300,kodak_00609.jpg,0.0955,5.3509
1583140173.7600,1583140173.7800,0.0200,kodak_00610.jpg,0.0950,5.3907
1583140173.9400,1583140173.9100,0.0300,kodak_00611.jpg,0.0948,5.4107
1583140174.1400,1583140174.1000,0.0400,kodak_00612.jpg,0.0944,5.4518
1583140174.3500,1583140174.3200,0.0300,kodak_00613.jpg,0.0946,5.4916
1583140174.5400,1583140174.5000,0.0400,kodak_00614.jpg,0.0949,5.5316
1583140174.7400,1583140174.6900,0.0500,kodak_00615.jpg,0.0947,5.5721
1583140174.9600,1583140175.0100,0.0500,kodak_00616.jpg,0.0946,5.6318
1583140175.1600,1583140175.2000,0.0400,kodak_00617.jpg,0.0945,5.6719
1583140175.3600,1583140175.3300,0.0300,kodak_00618.jpg,0.0945,5.6918
1583140175.5500,1583140175.5300,0.0200,kodak_00619.jpg,0.0942,5.7311
1583140175.7600,1583140175.7900,0.0300,kodak_00620.jpg,0.0943,5.7914
1583140175.9700,1583140175.9800,0.0100,kodak_00621.jpg,0.0940,5.8324
1583140176.1600,1583140176.1800,0.0200,kodak_00622.jpg,0.0931,5.8724
1583140176.3700,1583140176.3700,0.0000,kodak_00623.jpg,0.0932,5.9122
1583140176.5500,1583140176.5100,0.0400,kodak_00624.jpg,0.0929,5.9320
1583140176.7500,1583140176.7000,0.0500,kodak_00625.jpg,0.0927,5.9719
1583140176.9700,1583140177.0300,0.0600,kodak_00626.jpg,0.0929,6.0318
1583140177.1500,1583140177.1000,0.0500,kodak_00627.jpg,0.0933,6.0521
1583140177.3500,1583140177.3000,0.0500,kodak_00628.jpg,0.0930,6.0920
1583140177.5500,1583140177.5000,0.0500,kodak_00629.jpg,0.0928,6.1320
1583140177.7600,1583140177.7200,0.0400,kodak_00630.jpg,0.0932,6.1720
1583140177.9600,1583140177.9000,0.0600,kodak_00631.jpg,0.0921,6.2098
1583140178.1600,1583140178.1000,0.0600,kodak_00632.jpg,0.0864,6.2426
1583140178.3600,1583140178.3200,0.0400,kodak_00633.jpg,0.0761,6.2820
1583140178.5600,1583140178.5000,0.0600,kodak_00634.jpg,0.0738,6.3215
1583140178.7700,1583140178.8300,0.0600,kodak_00635.jpg,0.0742,6.3715
1583140178.9700,1583140179.0300,0.0600,kodak_00636.jpg,0.0837,6.4055
1583140179.1600,1583140179.1000,0.0600,kodak_00637.jpg,0.0900,6.4247
1583140179.3600,1583140179.3000,0.0600,kodak_00638.jpg,0.0944,6.4649
1583140179.5600,1583140179.4900,0.0700,kodak_00639.jpg,0.0979,6.5030
1583140179.7500,1583140179.7000,0.0500,kodak_00640.jpg,0.0967,6.5370
1583140179.9600,1583140179.9000,0.0600,kodak_00641.jpg,0.0886,6.5680
1583140180.1600,1583140180.2200,0.0600,kodak_00642.jpg,0.0686,6.6233
1583140180.3600,1583140180.4200,0.0600,kodak_00643.jpg,0.0605,6.6616
1583140180.5600,1583140180.6200,0.0600,kodak_00644.jpg,0.0576,6.6970
1583140180.7500,1583140180.6900,0.0600,kodak_00645.jpg,0.0583,6.7125
1583140180.9600,1583140181.0200,0.0600,kodak_00646.jpg,0.0733,6.7576
1583140181.1700,1583140181.2300,0.0600,kodak_00647.jpg,0.0866,6.7935
1583140181.3700,1583140181.4200,0.0500,kodak_00648.jpg,0.0911,6.8323
1583140181.5600,1583140181.6200,0.0600,kodak_00649.jpg,0.0910,6.8668
1583140181.7600,1583140181.8200,0.0600,kodak_00650.jpg,0.0844,6.8974
1583140181.9800,1583140182.0100,0.0300,kodak_00651.jpg,0.0734,6.9333
1583140182.1600,1583140182.2000,0.0400,kodak_00652.jpg,0.0667,6.9734
1583140182.3500,1583140182.3200,0.0300,kodak_00653.jpg,0.0659,6.9929
1583140182.5500,1583140182.5200,0.0300,kodak_00654.jpg,0.0647,7.0288
1583140182.7600,1583140182.7700,0.0100,kodak_00655.jpg,0.0729,7.0805
1583140182.9600,1583140182.9000,0.0600,kodak_00656.jpg,0.0801,7.1006
1583140183.1600,1583140183.2200,0.0600,kodak_00657.jpg,0.0833,7.1612
1583140183.3600,1583140183.4100,0.0500,kodak_00658.jpg,0.0803,7.2012
1583140183.5500,1583140183.6100,0.0600,kodak_00659.jpg,0.0787,7.2417
1583140183.7500,1583140183.7300,0.0200,kodak_00660.jpg,0.0783,7.2615
1583140183.9600,1583140183.9800,0.0200,kodak_00661.jpg,0.0786,7.3222
1583140184.1600,1583140184.1700,0.0100,kodak_00662.jpg,0.0786,7.3617
1583140184.3700,1583140184.4300,0.0600,kodak_00663.jpg,0.0787,7.4017
1583140184.5600,1583140184.6200,0.0600,kodak_00664.jpg,0.0795,7.4417
1583140184.7700,1583140184.8100,0.0400,kodak_00665.jpg,0.0800,7.4813
1583140184.9800,1583140185.0000,0.0200,kodak_00666.jpg,0.0805,7.5209
1583140185.1800,1583140185.1900,0.0100,kodak_00667.jpg,0.0808,7.5606
1583140185.3900,1583140185.3900,0.0000,kodak_00668.jpg,0.0801,7.6010
1583140185.5600,1583140185.5800,0.0200,kodak_00669.jpg,0.0751,7.6409
1583140185.7700,1583140185.7700,0.0000,kodak_00670.jpg,0.0743,7.6814
1583140185.9700,1583140186.0300,0.0600,kodak_00671.jpg,0.0738,7.7220
1583140186.1700,1583140186.2200,0.0500,kodak_00672.jpg,0.0733,7.7623
1583140186.3700,1583140186.4100,0.0400,kodak_00673.jpg,0.0726,7.8019
1583140186.5700,1583140186.6000,0.0300,kodak_00674.jpg,0.0721,7.8426
1583140186.7600,1583140186.7300,0.0300,kodak_00675.jpg,0.0717,7.8629
1583140186.9700,1583140186.9900,0.0200,kodak_00676.jpg,0.0709,7.9231
1583140187.1600,1583140187.1400,0.0200,kodak_00677.jpg,0.0705,7.9433
1583140187.3700,1583140187.4300,0.0600,kodak_00678.jpg,0.0697,8.0042
1583140187.5800,1583140187.6200,0.0400,kodak_00679.jpg,0.0688,8.0439
1583140187.7600,1583140187.8100,0.0500,kodak_00680.jpg,0.0682,8.0844
1583140187.9600,1583140188.0000,0.0400,kodak_00681.jpg,0.0677,8.1249
1583140188.1700,1583140188.1900,0.0200,kodak_00682.jpg,0.0670,8.1651
1583140188.3600,1583140188.3800,0.0200,kodak_00683.jpg,0.0670,8.2056
1583140188.5600,1583140188.5700,0.0100,kodak_00684.jpg,0.0660,8.2456
1583140188.7600,1583140188.7700,0.0100,kodak_00685.jpg,0.0649,8.2859
1583140188.9600,1583140188.9000,0.0600,kodak_00686.jpg,0.0643,8.3062
1583140189.1600,1583140189.2200,0.0600,kodak_00687.jpg,0.0634,8.3664
1583140189.3700,1583140189.4200,0.0500,kodak_00688.jpg,0.0629,8.4064
1583140189.5800,1583140189.6100,0.0300,kodak_00689.jpg,0.0622,8.4467
1583140189.7700,1583140189.8000,0.0300,kodak_00690.jpg,0.0614,8.4872
1583140189.9600,1583140189.9900,0.0300,kodak_00691.jpg,0.0608,8.5271
1583140190.1600,1583140190.1800,0.0200,kodak_00692.jpg,0.0591,8.5670
1583140190.3700,1583140190.3700,0.0000,kodak_00693.jpg,0.0529,8.6062
1583140190.5700,1583140190.5700,0.0000,kodak_00694.jpg,0.0511,8.6469
1583140190.7700,1583140190.8200,0.0500,kodak_00695.jpg,0.0497,8.6870
1583140190.9800,1583140191.0200,0.0400,kodak_00696.jpg,0.0481,8.7273
1583140191.1900,1583140191.2100,0.0200,kodak_00697.jpg,0.0463,8.7676
1583140191.3800,1583140191.4000,0.0200,kodak_00698.jpg,0.0441,8.8075
1583140191.5700,1583140191.5900,0.0200,kodak_00699.jpg,0.0422,8.8476
1583140191.7800,1583140191.7800,0.0000,kodak_00700.jpg,0.0404,8.8880
1583140191.9800,1583140191.9700,0.0100,kodak_00701.jpg,0.0389,8.9281
1583140192.1800,1583140192.2300,0.0500,kodak_00702.jpg,0.0374,8.9681
1583140192.3900,1583140192.4200,0.0300,kodak_00703.jpg,0.0357,9.0083
1583140192.5900,1583140192.6100,0.0200,kodak_00704.jpg,0.0338,9.0483
1583140192.7700,1583140192.8100,0.0400,kodak_00705.jpg,0.0315,9.0885
1583140192.9700,1583140192.9900,0.0200,kodak_00706.jpg,0.0298,9.1291
1583140193.1600,1583140193.1900,0.0300,kodak_00707.jpg,0.0277,9.1685
1583140193.3600,1583140193.3700,0.0100,kodak_00708.jpg,0.0259,9.2089
1583140193.5800,1583140193.5600,0.0200,kodak_00709.jpg,0.0241,9.2490
1583140193.7700,1583140193.8200,0.0500,kodak_00710.jpg,0.0224,9.2892
1583140193.9600,1583140194.0100,0.0500,kodak_00711.jpg,0.0207,9.3298
1583140194.1800,1583140194.2000,0.0200,kodak_00712.jpg,0.0182,9.3698
1583140194.3900,1583140194.3900,0.0000,kodak_00713.jpg,0.0165,9.4098
1583140194.5900,1583140194.6000,0.0100,kodak_00714.jpg,0.0151,9.4502
1583140194.7700,1583140194.7800,0.0100,kodak_00715.jpg,0.0133,9.4902
1583140194.9800,1583140194.9700,0.0100,kodak_00716.jpg,0.0115,9.5304
1583140195.1600,1583140195.2300,0.0700,kodak_00717.jpg,0.0095,9.5705
1583140195.3800,1583140195.4100,0.0300,kodak_00718.jpg,0.0075,9.6104
1583140195.5700,1583140195.6000,0.0300,kodak_00719.jpg,0.0057,9.6508
1583140195.7900,1583140195.7900,0.0000,kodak_00720.jpg,0.0041,9.6912
1583140195.9800,1583140195.9800,0.0000,kodak_00721.jpg,0.0033,9.7315
1583140196.2000,1583140196.1700,0.0300,kodak_00722.jpg,0.0061,9.7673
1583140196.3800,1583140196.3700,0.0100,kodak_00723.jpg,0.0102,9.7934
1583140196.5800,1583140196.5600,0.0200,kodak_00724.jpg,0.0184,9.8066
1583140196.7900,1583140196.8100,0.0200,kodak_00725.jpg,0.0258,9.8155
1583140196.9900,1583140197.0000,0.0100,kodak_00726.jpg,0.0282,9.8168
1583140197.2000,1583140197.2000,0.0000,kodak_00727.jpg,0.0272,9.8176
1583140197.3900,1583140197.3900,0.0000,kodak_00728.jpg,0.0327,9.8167
1583140197.5800,1583140197.5800,0.0000,kodak_00729.jpg,0.0582,9.8121
1583140197.7800,1583140197.7700,0.0100,kodak_00730.jpg,0.0905,9.8021
1583140197.9900,1583140197.9600,0.0300,kodak_00731.jpg,0.1208,9.7874
1583140198.2000,1583140198.2200,0.0200,kodak_00732.jpg,0.1480,9.7670
1583140198.3800,1583140198.4100,0.0300,kodak_00733.jpg,0.1716,9.7430
1583140198.5700,1583140198.6000,0.0300,kodak_00734.jpg,0.1900,9.7173
1583140198.7700,1583140198.7900,0.0200,kodak_00735.jpg,0.2003,9.6995
1583140198.9700,1583140198.9900,0.0200,kodak_00736.jpg,0.2038,9.6973
1583140199.1600,1583140199.1800,0.0200,kodak_00737.jpg,0.2094,9.7005
1583140199.3800,1583140199.3700,0.0100,kodak_00738.jpg,0.2287,9.7100
